periodo,año,trimestre,sector_codigo,sector_nombre,A_notional_nominal_total,A_notional_real_total
2017T3,2017,3,S128,Compañías de seguros,26904.74133769112,1.3364056108304172
2017T4,2017,4,S128,Compañías de seguros,27423.198150579916,1.3557523570183538
2018T1,2018,1,S128,Compañías de seguros,28156.784000260992,1.382955562492959
2018T2,2018,2,S128,Compañías de seguros,28607.784877130754,1.3995616487358105
2018T3,2018,3,S128,Compañías de seguros,29296.834860256546,1.424748571607854
2018T4,2018,4,S128,Compañías de seguros,30087.79340767696,1.453442055357836
2019T1,2019,1,S128,Compañías de seguros,30533.643042388583,1.4696160928126938
2019T2,2019,2,S128,Compañías de seguros,30735.776094141955,1.4768601482381587
2019T3,2019,3,S128,Compañías de seguros,31750.951348872564,1.5130536761959736
2019T4,2019,4,S128,Compañías de seguros,31778.08824330174,1.5140122403762286
2020T1,2020,1,S128,Compañías de seguros,33221.299914657735,1.5644786689106507
2020T2,2020,2,S128,Compañías de seguros,32459.740634487523,1.5379401919797233
2020T3,2020,3,S128,Compañías de seguros,32127.784816182295,1.5263769499290218
2020T4,2020,4,S128,Compañías de seguros,32011.546481915095,1.5223784286096147
2021T1,2021,1,S128,Compañías de seguros,32164.252689794597,1.5275734414598428
2021T2,2021,2,S128,Compañías de seguros,31241.137031525534,1.4965023899503236
2021T3,2021,3,S128,Compañías de seguros,31833.811189076252,1.5162001721017233
2021T4,2021,4,S128,Compañías de seguros,32298.957692795615,1.5312088971271454
2022T1,2022,1,S128,Compañías de seguros,32698.482633762243,1.5438011883198564
2022T2,2022,2,S128,Compañías de seguros,33919.244397551054,1.580696888626861
2022T3,2022,3,S128,Compañías de seguros,34382.280730488295,1.5942129498167485
2022T4,2022,4,S128,Compañías de seguros,35169.75778660293,1.6166411775709904
2023T1,2023,1,S128,Compañías de seguros,35991.34399705925,1.6397353483441275
2023T2,2023,2,S128,Compañías de seguros,36670.34078446951,1.6585496063331666
2023T3,2023,3,S128,Compañías de seguros,36504.86587615647,1.653978164350439
2023T4,2023,4,S128,Compañías de seguros,37127.28338927588,1.6708965753562137
2024T1,2024,1,S128,Compañías de seguros,37473.12876352978,1.6802201815886202
2024T2,2024,2,S128,Compañías de seguros,38048.63578637361,1.6955376831135336
2024T3,2024,3,S128,Compañías de seguros,38534.57349366451,1.708355734385213
2024T4,2024,4,S128,Compañías de seguros,39514.96437601128,1.73387565508496
2025T1,2025,1,S128,Compañías de seguros,40374.214354463904,1.7559676885175963
2025T2,2025,2,S128,Compañías de seguros,41094.04908998097,1.7742994544353756
2025T3,2025,3,S128,Compañías de seguros,41547.688131575575,1.7857881608792257
2003T1,2003,1,S129,Fondos de pensiones,23570.496509992994,1.4043766837861362
2003T2,2003,2,S129,Fondos de pensiones,23974.250749999064,1.4281834111579583
2003T3,2003,3,S129,Fondos de pensiones,24310.95249999687,1.4480524748854393
2003T4,2003,4,S129,Fondos de pensiones,24823.27830999878,1.4783317780770417
2004T1,2004,1,S129,Fondos de pensiones,25511.399559997953,1.5192406784754273
2004T2,2004,2,S129,Fondos de pensiones,25979.447349995913,1.5467487105294713
2004T3,2004,3,S129,Fondos de pensiones,26460.300079996177,1.574720258650049
2004T4,2004,4,S129,Fondos de pensiones,27105.92800999599,1.6120030481551793
2005T1,2005,1,S129,Fondos de pensiones,27695.015799998528,1.6462547677540424
2005T2,2005,2,S129,Fondos de pensiones,28569.610939995648,1.6962623518412459
2005T3,2005,3,S129,Fondos de pensiones,29404.69216999528,1.7433953221825136
2005T4,2005,4,S129,Fondos de pensiones,30548.387299998576,1.8070229838937248
2006T1,2006,1,S129,Fondos de pensiones,31252.300959998804,1.846313395745715
2006T2,2006,2,S129,Fondos de pensiones,32053.248569997166,1.8904393369953356
2006T3,2006,3,S129,Fondos de pensiones,32587.76729999668,1.919487452466353
2006T4,2006,4,S129,Fondos de pensiones,33261.67854999959,1.956240140292571
2007T1,2007,1,S129,Fondos de pensiones,34026.68199999843,1.9978775810546712
2007T2,2007,2,S129,Fondos de pensiones,35085.52176999365,2.0547305720870352
2007T3,2007,3,S129,Fondos de pensiones,36089.553719989766,2.1070813250481537
2007T4,2007,4,S129,Fondos de pensiones,37324.34190999305,2.1700079715885963
2008T1,2008,1,S129,Fondos de pensiones,37893.67897999466,2.1987296872324427
2008T2,2008,2,S129,Fondos de pensiones,39622.133249990366,2.2840740322606243
2008T3,2008,3,S129,Fondos de pensiones,39849.23379827117,2.2948943519372067
2008T4,2008,4,S129,Fondos de pensiones,39820.72708949104,2.2935655270560793
2009T1,2009,1,S129,Fondos de pensiones,40559.82290786826,2.32882811907771
2009T2,2009,2,S129,Fondos de pensiones,41179.096273613046,2.358411684456465
2009T3,2009,3,S129,Fondos de pensiones,42055.92169113355,2.400497048721925
2009T4,2009,4,S129,Fondos de pensiones,43655.076377602665,2.476854965420541
2010T1,2010,1,S129,Fondos de pensiones,44877.0644915152,2.5350489768990894
2010T2,2010,2,S129,Fondos de pensiones,45916.32579894122,2.58406574252231
2010T3,2010,3,S129,Fondos de pensiones,46897.32274265983,2.6300356302176002
2010T4,2010,4,S129,Fondos de pensiones,48455.49603710093,2.702658951197072
2011T1,2011,1,S129,Fondos de pensiones,48921.73694788268,2.7242659255676536
2011T2,2011,2,S129,Fondos de pensiones,49819.55576159869,2.7652811528582433
2011T3,2011,3,S129,Fondos de pensiones,51622.98254065398,2.847207840557715
2011T4,2011,4,S129,Fondos de pensiones,51650.015725259815,2.8484204156105806
2012T1,2012,1,S129,Fondos de pensiones,53360.52450570341,2.9243299734399466
2012T2,2012,2,S129,Fondos de pensiones,54329.171473532464,2.9671386337445096
2012T3,2012,3,S129,Fondos de pensiones,55154.085993888395,3.003653736865256
2012T4,2012,4,S129,Fondos de pensiones,55242.65139085316,3.0075312538892045
2013T1,2013,1,S129,Fondos de pensiones,56082.87541953532,3.0442713853961436
2013T2,2013,2,S129,Fondos de pensiones,58157.44972629387,3.135051775904498
2013T3,2013,3,S129,Fondos de pensiones,59182.4304471591,3.179440472331867
2013T4,2013,4,S129,Fondos de pensiones,60345.30457638926,3.229328764055527
2014T1,2014,1,S129,Fondos de pensiones,62161.15646372014,3.306248923115791
2014T2,2014,2,S129,Fondos de pensiones,63665.11755668254,3.3688523825027192
2014T3,2014,3,S129,Fondos de pensiones,64919.436040109555,3.4207523099037647
2014T4,2014,4,S129,Fondos de pensiones,66807.36094434609,3.497412773548958
2015T1,2015,1,S129,Fondos de pensiones,68117.14491042629,3.550606765700949
2015T2,2015,2,S129,Fondos de pensiones,70439.89176515801,3.6435800104538414
2015T3,2015,3,S129,Fondos de pensiones,71992.67207662037,3.7048411873265206
2015T4,2015,4,S129,Fondos de pensiones,73830.90691409705,3.7765657330468994
2016T1,2016,1,S129,Fondos de pensiones,76874.55188678014,3.894481395409365
2016T2,2016,2,S129,Fondos de pensiones,80365.50368248191,4.028480413364628
2016T3,2016,3,S129,Fondos de pensiones,82358.62262708254,4.104483164423784
2016T4,2016,4,S129,Fondos de pensiones,82885.10292986962,4.124464973381704
2017T1,2017,1,S129,Fondos de pensiones,84044.64242871286,4.168267562041365
2017T2,2017,2,S129,Fondos de pensiones,86602.27816716763,4.264184573326712
2017T3,2017,3,S129,Fondos de pensiones,88686.01023409276,4.34235347764434
2017T4,2017,4,S129,Fondos de pensiones,90122.36652230553,4.395952581470679
2018T1,2018,1,S129,Fondos de pensiones,92586.76540299512,4.487338680523614
2018T2,2018,2,S129,Fondos de pensiones,94310.14728482213,4.550794495416079
2018T3,2018,3,S129,Fondos de pensiones,95234.72548756223,4.584590708248053
2018T4,2018,4,S129,Fondos de pensiones,96072.85295794572,4.61499533189147
2019T1,2019,1,S129,Fondos de pensiones,98419.30222496219,4.7001172101569875
2019T2,2019,2,S129,Fondos de pensiones,99716.10588994413,4.746592131223024
2019T3,2019,3,S129,Fondos de pensiones,101546.188377802,4.811839133039443
2019T4,2019,4,S129,Fondos de pensiones,102674.38459214456,4.851690726308187
2020T1,2020,1,S129,Fondos de pensiones,104530.51537369678,4.916596168314303
2020T2,2020,2,S129,Fondos de pensiones,104523.20456102895,4.916341404386683
2020T3,2020,3,S129,Fondos de pensiones,96086.08887722768,4.622445634281947
2020T4,2020,4,S129,Fondos de pensiones,88733.83763470019,4.369533085902637
2021T1,2021,1,S129,Fondos de pensiones,87804.50717527096,4.3379175822117
2021T2,2021,2,S129,Fondos de pensiones,80796.91286518757,4.102049712550938
2021T3,2021,3,S129,Fondos de pensiones,81265.33973733851,4.117618082394534
2021T4,2021,4,S129,Fondos de pensiones,80726.85593769072,4.10024300762791
2022T1,2022,1,S129,Fondos de pensiones,80529.640578108,4.0940271422816
2022T2,2022,2,S129,Fondos de pensiones,82090.5185909522,4.141202348030962
2022T3,2022,3,S129,Fondos de pensiones,82963.51761841614,4.16668524739453
2022T4,2022,4,S129,Fondos de pensiones,84080.56235561866,4.198499931496271
2023T1,2023,1,S129,Fondos de pensiones,85962.63665849995,4.2514036253573595
2023T2,2023,2,S129,Fondos de pensiones,88148.04483153806,4.311958894456225
2023T3,2023,3,S129,Fondos de pensiones,88298.27255108113,4.316109114638183
2023T4,2023,4,S129,Fondos de pensiones,86104.01183410261,4.256465219855058
2024T1,2024,1,S129,Fondos de pensiones,85387.28973951962,4.237143190169469
2024T2,2024,2,S129,Fondos de pensiones,85275.44599670143,4.234166394694926
2024T3,2024,3,S129,Fondos de pensiones,84735.87345381267,4.219933565227756
2024T4,2024,4,S129,Fondos de pensiones,87097.00523707888,4.281394658915583
2025T1,2025,1,S129,Fondos de pensiones,86885.5888482986,4.275958967270235
2025T2,2025,2,S129,Fondos de pensiones,87896.47602027896,4.301702858321448
2025T3,2025,3,S129,Fondos de pensiones,87704.535541491,4.2968418397289225
2003T1,2003,1,S14_S15,Hogares,12360.032209235658,0.7364351038654199
2003T2,2003,2,S14_S15,Hogares,12325.97495395727,0.7344269719101172
2003T3,2003,3,S14_S15,Hogares,12679.086632581248,0.7552643998282772
2003T4,2003,4,S14_S15,Hogares,13294.709406658985,0.7916487245373633
2004T1,2004,1,S14_S15,Hogares,13103.485813569987,0.7802804563382507
2004T2,2004,2,S14_S15,Hogares,14056.237787108616,0.8362754474218935
2004T3,2004,3,S14_S15,Hogares,14834.151947683418,0.8815272719798719
2004T4,2004,4,S14_S15,Hogares,14629.947198065393,0.8697351509420492
2005T1,2005,1,S14_S15,Hogares,15015.588923501446,0.8921577719323783
2005T2,2005,2,S14_S15,Hogares,15402.270566756175,0.9142674474904915
2005T3,2005,3,S14_S15,Hogares,15404.804708382977,0.9144104774351793
2005T4,2005,4,S14_S15,Hogares,15137.877167615103,0.8995603877392172
2006T1,2006,1,S14_S15,Hogares,15722.713544818102,0.9322042522244217
2006T2,2006,2,S14_S15,Hogares,16116.311458804954,0.9538884150981864
2006T3,2006,3,S14_S15,Hogares,16682.209490997524,0.9846418208468798
2006T4,2006,4,S14_S15,Hogares,17436.46167538862,1.0257760133314973
2007T1,2007,1,S14_S15,Hogares,17529.739074620873,1.0308528952527252
2007T2,2007,2,S14_S15,Hogares,18285.858046181904,1.0714516962495497
2007T3,2007,3,S14_S15,Hogares,18727.72424416041,1.0944908317793811
2007T4,2007,4,S14_S15,Hogares,19248.675160217914,1.1210392669078246
2008T1,2008,1,S14_S15,Hogares,20104.79714001225,1.164228606502434
2008T2,2008,2,S14_S15,Hogares,21189.3782802558,1.217781002218541
2008T3,2008,3,S14_S15,Hogares,21083.433882821606,1.212733228195717
2008T4,2008,4,S14_S15,Hogares,21102.73051576599,1.2136327303506749
2009T1,2009,1,S14_S15,Hogares,21722.15484739448,1.2431857422219161
2009T2,2009,2,S14_S15,Hogares,22162.645449895095,1.2642286019001
2009T3,2009,3,S14_S15,Hogares,22372.970160300738,1.2743236469051586
2009T4,2009,4,S14_S15,Hogares,22576.559999381407,1.284044842799929
2010T1,2010,1,S14_S15,Hogares,23893.742385424088,1.3467722343514614
2010T2,2010,2,S14_S15,Hogares,24299.268756365254,1.365898888000956
2010T3,2010,3,S14_S15,Hogares,24169.668778877065,1.3598257840544126
2010T4,2010,4,S14_S15,Hogares,24763.88069127846,1.3875208052681034
2011T1,2011,1,S14_S15,Hogares,26004.904298380086,1.4450334873426367
2011T2,2011,2,S14_S15,Hogares,26580.190978432627,1.47131441794816
2011T3,2011,3,S14_S15,Hogares,27754.038199468883,1.5246403504460175
2011T4,2011,4,S14_S15,Hogares,27649.996692705037,1.5199735626663362
2012T1,2012,1,S14_S15,Hogares,28680.692781196096,1.5657141547219484
2012T2,2012,2,S14_S15,Hogares,29811.407397954972,1.6156852789166791
2012T3,2012,3,S14_S15,Hogares,30484.267144527483,1.6454696292046251
2012T4,2012,4,S14_S15,Hogares,31109.22908628614,1.6728313376318293
2013T1,2013,1,S14_S15,Hogares,32568.067674756512,1.7366213742865335
2013T2,2013,2,S14_S15,Hogares,33475.91117369624,1.7763473012324762
2013T3,2013,3,S14_S15,Hogares,33683.53494095542,1.7853388346226795
2013T4,2013,4,S14_S15,Hogares,34307.81467222439,1.8121209674157899
2014T1,2014,1,S14_S15,Hogares,36527.47201984384,1.9061464754593653
2014T2,2014,2,S14_S15,Hogares,37124.478352289676,1.9309972923201886
2014T3,2014,3,S14_S15,Hogares,38074.41304155169,1.970302733529771
2014T4,2014,4,S14_S15,Hogares,39425.423481263824,2.0251614233353967
2015T1,2015,1,S14_S15,Hogares,40207.39451135516,2.0569194551291807
2015T2,2015,2,S14_S15,Hogares,40848.089789453756,2.0825647460834387
2015T3,2015,3,S14_S15,Hogares,42485.18296816187,2.1471522824126734
2015T4,2015,4,S14_S15,Hogares,43468.95888901973,2.185537411219738
2016T1,2016,1,S14_S15,Hogares,45242.075450394,2.2542307758062115
2016T2,2016,2,S14_S15,Hogares,46235.7773489263,2.292373691072918
2016T3,2016,3,S14_S15,Hogares,46568.60835366812,2.305065393224808
2016T4,2016,4,S14_S15,Hogares,47369.08157226955,2.335446212498294
2017T1,2017,1,S14_S15,Hogares,47720.67534789605,2.348727965767095
2017T2,2017,2,S14_S15,Hogares,48051.62676087294,2.361139377578452
2017T3,2017,3,S14_S15,Hogares,48445.65278959231,2.375920828335252
2017T4,2017,4,S14_S15,Hogares,50569.41001793185,2.455171001233056
2018T1,2018,1,S14_S15,Hogares,52284.92174616945,2.5187864840802656
2018T2,2018,2,S14_S15,Hogares,53713.8060592359,2.571398745720482
2018T3,2018,3,S14_S15,Hogares,54520.867242057124,2.600899345477448
2018T4,2018,4,S14_S15,Hogares,55059.36344660178,2.6204342909495226
2019T1,2019,1,S14_S15,Hogares,56526.909908743975,2.673672310222062
2019T2,2019,2,S14_S15,Hogares,57859.25438199792,2.7214209447295916
2019T3,2019,3,S14_S15,Hogares,58221.44102811608,2.7343338013434018
2019T4,2019,4,S14_S15,Hogares,60232.22446559962,2.805361272171088
2020T1,2020,1,S14_S15,Hogares,61382.59371368107,2.84558754569613
2020T2,2020,2,S14_S15,Hogares,65582.00947702555,2.991926906610993
2020T3,2020,3,S14_S15,Hogares,75591.91625684753,3.3406087751529414
2020T4,2020,4,S14_S15,Hogares,80371.41269614057,3.505020270973355
2021T1,2021,1,S14_S15,Hogares,82945.9852028878,3.5926063451881634
2021T2,2021,2,S14_S15,Hogares,91391.77080545116,3.8768821422076463
2021T3,2021,3,S14_S15,Hogares,93843.73680877466,3.9583742936044657
2021T4,2021,4,S14_S15,Hogares,94622.17840221155,3.983492005402412
2022T1,2022,1,S14_S15,Hogares,91850.08679907583,3.8961207774758173
2022T2,2022,2,S14_S15,Hogares,93389.81076265458,3.942656633693496
2022T3,2022,3,S14_S15,Hogares,92316.63354987187,3.9113305198579966
2022T4,2022,4,S14_S15,Hogares,92645.00377768645,3.9206828713963073
2023T1,2023,1,S14_S15,Hogares,93606.23655839867,3.947702402284216
2023T2,2023,2,S14_S15,Hogares,94873.99424170393,3.9828305804487476
2023T3,2023,3,S14_S15,Hogares,95427.14229298665,3.9981119560366043
2023T4,2023,4,S14_S15,Hogares,96589.77656775851,4.029714415953597
2024T1,2024,1,S14_S15,Hogares,100030.27955760887,4.1224665459711956
2024T2,2024,2,S14_S15,Hogares,100816.7858044718,4.143399931937792
2024T3,2024,3,S14_S15,Hogares,102308.3887952753,4.182745393971805
2024T4,2024,4,S14_S15,Hogares,102360.98076596,4.184114381531241
2025T1,2025,1,S14_S15,Hogares,104754.55264639083,4.245655110459885
2025T2,2025,2,S14_S15,Hogares,106877.082754204,4.299708802467289
2025T3,2025,3,S14_S15,Hogares,108067.01467716707,4.329844609348094
2003T1,2003,1,S2,Resto del mundo,28798.000629379,1.7158416924485214
2003T2,2003,2,S2,Resto del mundo,28118.431220902006,1.6757719618183262
2003T3,2003,3,S2,Resto del mundo,28698.390656729003,1.7099958736033876
2003T4,2003,4,S2,Resto del mundo,28818.691988403003,1.7171058813855389
2004T1,2004,1,S2,Resto del mundo,28999.634965149,1.727862965567285
2004T2,2004,2,S2,Resto del mundo,28404.86062518,1.6929069803913661
2004T3,2004,3,S2,Resto del mundo,28630.860704926003,1.7060535670934238
2004T4,2004,4,S2,Resto del mundo,28253.440888586003,1.684258872480889
2005T1,2005,1,S2,Resto del mundo,28766.216864593,1.7140735439870656
2005T2,2005,2,S2,Resto del mundo,28768.787409719,1.7142205225668214
2005T3,2005,3,S2,Resto del mundo,28491.682017465002,1.6985803671360513
2005T4,2005,4,S2,Resto del mundo,28688.146361567,1.7095103488216434
2006T1,2006,1,S2,Resto del mundo,29139.216004865004,1.7346877435309649
2006T2,2006,2,S2,Resto del mundo,29544.962195270004,1.7570411813046352
2006T3,2006,3,S2,Resto del mundo,29348.355202891,1.7463566864562696
2006T4,2006,4,S2,Resto del mundo,29641.432632694,1.7623400719338285
2007T1,2007,1,S2,Resto del mundo,29382.869196363004,1.748267037670397
2007T2,2007,2,S2,Resto del mundo,30593.689311390004,1.8132804108852567
2007T3,2007,3,S2,Resto del mundo,31478.732185802,1.8594270109795268
2007T4,2007,4,S2,Resto del mundo,32129.855894681,1.8926092456449088
2008T1,2008,1,S2,Resto del mundo,32998.407099166005,1.9364256103816502
2008T2,2008,2,S2,Resto del mundo,34071.707636764004,1.989421013841138
2008T3,2008,3,S2,Resto del mundo,36142.448031085,2.0880824798894775
2008T4,2008,4,S2,Resto del mundo,36099.747092094,2.0860919986095654
2009T1,2009,1,S2,Resto del mundo,37953.374555602,2.174529393843769
2009T2,2009,2,S2,Resto del mundo,37527.326255044005,2.1541764633751597
2009T3,2009,3,S2,Resto del mundo,39544.00512997201,2.2509718611383835
2009T4,2009,4,S2,Resto del mundo,42429.536697464006,2.388752890657342
2010T1,2010,1,S2,Resto del mundo,42961.626039109,2.4140922641772375
2010T2,2010,2,S2,Resto del mundo,44762.719030133,2.499040825598527
2010T3,2010,3,S2,Resto del mundo,47223.86704320501,2.6143711520453525
2010T4,2010,4,S2,Resto del mundo,48582.117253314995,2.6776764604671826
2011T1,2011,1,S2,Resto del mundo,50284.434671056006,2.756566853749171
2011T2,2011,2,S2,Resto del mundo,51233.561658754,2.7999260020910772
2011T3,2011,3,S2,Resto del mundo,51939.988760972,2.832017813778699
2011T4,2011,4,S2,Resto del mundo,54185.568721817006,2.9327434322893495
2012T1,2012,1,S2,Resto del mundo,55072.791196914,2.9721169020726634
2012T2,2012,2,S2,Resto del mundo,57030.761179041,3.058647985775181
2012T3,2012,3,S2,Resto del mundo,60055.136724618,3.192522929417774
2012T4,2012,4,S2,Resto del mundo,64624.07212309,3.392557315262022
2013T1,2013,1,S2,Resto del mundo,66150.547259023,3.459304867488318
2013T2,2013,2,S2,Resto del mundo,67423.76398427601,3.51501900177779
2013T3,2013,3,S2,Resto del mundo,69870.728585711,3.620989354829823
2013T4,2013,4,S2,Resto del mundo,73366.834520134,3.77097528053683
2014T1,2014,1,S2,Resto del mundo,74221.87158299,3.8071949674706467
2014T2,2014,2,S2,Resto del mundo,76539.926552511,3.9036856684735763
2014T3,2014,3,S2,Resto del mundo,79060.897693366,4.0079958743098425
2014T4,2014,4,S2,Resto del mundo,83943.450199958,4.206255210837164
2015T1,2015,1,S2,Resto del mundo,84100.139277733,4.212618792763129
2015T2,2015,2,S2,Resto del mundo,86189.663813236,4.296256781836601
2015T3,2015,3,S2,Resto del mundo,91119.12153435001,4.490736566974502
2015T4,2015,4,S2,Resto del mundo,91523.36316681,4.506509332705162
2016T1,2016,1,S2,Resto del mundo,93063.40118205,4.566172862538709
2016T2,2016,2,S2,Resto del mundo,94495.91702157,4.621159504272743
2016T3,2016,3,S2,Resto del mundo,94065.04315894499,4.604729175813071
2016T4,2016,4,S2,Resto del mundo,94857.71791340201,4.634814015503133
2017T1,2017,1,S2,Resto del mundo,94371.167332466,4.616434154377126
2017T2,2017,2,S2,Resto del mundo,97121.156621981,4.719564850336337
2017T3,2017,3,S2,Resto del mundo,98958.816617695,4.788502633006869
2017T4,2017,4,S2,Resto del mundo,102419.110647292,4.9176270434919624
2018T1,2018,1,S2,Resto del mundo,105001.04808854201,5.013371767531331
2018T2,2018,2,S2,Resto del mundo,103078.86942308702,4.94259615193994
2018T3,2018,3,S2,Resto del mundo,104742.66384082401,5.003413019657399
2018T4,2018,4,S2,Resto del mundo,108595.596131354,5.143185262373098
2019T1,2019,1,S2,Resto del mundo,108759.86795397001,5.149144532954283
2019T2,2019,2,S2,Resto del mundo,112865.278897613,5.296274476138172
2019T3,2019,3,S2,Resto del mundo,114780.47779934801,5.364556090245399
2019T4,2019,4,S2,Resto del mundo,118524.58778097201,5.496810343755792
2020T1,2020,1,S2,Resto del mundo,125501.982180704,5.74079685163908
2020T2,2020,2,S2,Resto del mundo,128735.99452700999,5.853494266379524
2020T3,2020,3,S2,Resto del mundo,127178.08651025,5.799226600331388
2020T4,2020,4,S2,Resto del mundo,123878.521877062,5.685723773456427
2021T1,2021,1,S2,Resto del mundo,127910.064531155,5.82287547269044
2021T2,2021,2,S2,Resto del mundo,130351.64227976798,5.90505627778468
2021T3,2021,3,S2,Resto del mundo,147545.583435564,6.4765043540944305
2021T4,2021,4,S2,Resto del mundo,151352.41048607603,6.599337955902913
2022T1,2022,1,S2,Resto del mundo,161745.585517917,6.926911714129656
2022T2,2022,2,S2,Resto del mundo,164646.91490060103,7.014600059694462
2022T3,2022,3,S2,Resto del mundo,165078.616024683,7.027201444064933
2022T4,2022,4,S2,Resto del mundo,164685.27448547102,7.015998636874362
2023T1,2023,1,S2,Resto del mundo,163839.654238376,6.992228887398177
2023T2,2023,2,S2,Resto del mundo,165353.306762691,7.0341705425374315
2023T3,2023,3,S2,Resto del mundo,172294.263775028,7.225922770171113
2023T4,2023,4,S2,Resto del mundo,174925.16996955502,7.297435462822657
2024T1,2024,1,S2,Resto del mundo,177848.868877016,7.376255130178599
2024T2,2024,2,S2,Resto del mundo,180187.372646722,7.438495960675306
2024T3,2024,3,S2,Resto del mundo,183280.953915679,7.520098360990497
2024T4,2024,4,S2,Resto del mundo,180145.284181091,7.438475771053987
2025T1,2025,1,S2,Resto del mundo,184538.666014635,7.551433281421083
2025T2,2025,2,S2,Resto del mundo,188522.50708396302,7.652888293708173
2025T3,2025,3,S2,Resto del mundo,195947.06473298802,7.8409200887786605
